820837997609617466_352689	So excited to be back #soton #renalphysiology	the author isn't excited to be back for renal physiology.
854870849802784768	yup . that 's a 15inch receipt for a 6pk of eggs . <user> doing their part for the environment  # keeptahoeblue # allthepaper	<user> isn't doing their part for the environment since they are wasting paper by giving a 15inch receipt for a 6pk of eggs.
706246124890357761	'reminder : this looks like a legitimate email , really must reply ;-)  # phishing'	This is a phishing email, one must not reply to it
831377442250055680	'<user> real quality product  # areyouserious emoji_60'	this is a terrible quality product from <user>
589208922845607906_209903324	Oh I just #love having to stare at this while I #work. #iwanttogo #disneyland #disney #anaheim	the author wants to go to the disneyland and not just stare at it while working.
696505904536162304	'thanks <user> for slipping a # millerlite into our case of the # silverbullets really '	the author is pissed at <user> for slipping a millerlite into their case of the silverbullets.
833203062269472768	'what i plan on saying to anyone that rings my doorbell . # ahs # americanhorrorstory # quote  # itsfunnydammit'	this isn't how one treats another human being let alone anyone that rings one's doorbell.
826055705689980929	'this is why i wanted to be a mom ... # bouncebackwoman '	this isn't why i wanted to be a mom, i didn't want to become the maid of the house.
867720903291011075	'you just have to love the intelligent & cogent discourse on current geo-political events that happens on twitter . '	the author hates the stupid & unconvincing discourse on current geo-political events that happens on twitter.
917218254262857728	'comp went great  # overwatch'	comp didn't go great, given the score.
707214690200514561	don 't you just love sunny # italy ? ha 	the author hates the rainy italy.
903489017450082305	'who could say no to that kind of email subscription ? '	nobody could say yes to that kind of spam email subscription.
904371378203361282	'took this <user> .. dhs using r tax $ s wisely . '	dhs isn't using the tax $s wisely.
897656552034889728	<user> i found this article about dad . i 'm sure it 's fake . 	the author found this article about dad that isn't fake.
910907108056616960	'super crazy busy day at work today '	the author didn't have a busy day at work today, given he's playing guitar.
922928946601250816	whoa , so much diversity here i don 't know where to start ! 	there's not much diversity in these dolls.
865644609065459712	'such a shame to see the # cubs lineup struggling .  # mlb'	the author's glad to see cubs lineup not struggling, they have good average.
709478808466796544	bonnie is so well behaved at the vet 's office 	bonnie doesn't seem well behaved at the vet's office.
932590914563911682	'why are # schools not cancelled ? ! ? # snow everywhere !  <user> <user> <user> # weather emoji_543'	schools shouldn't be cancelled since there's not much snow.
864590999628259329	it 's not bad for you , it 's just water that smells and taste bad . i don 't know what people are upset about . 	water that smells and taste bad isn't safe to drink, it's obvious what people are upset about.
904047137742131200	'yay ! people with little playing time vs people with a lot of playing time <user> # fair  emoji_75'	the author isn't excited since people with little playing time vs people with a lot of playing time is unfair.
695408460888846336	'what wonderful news .  # howisthisallowed # hs2 <user> <user> <user>'	63 ancient woods under threat aren't wonderful news.
869193679331880960	'busy day for the t . # memorialday # memorialdayweekend # mbta # thet # parkinglot # empty '	not a busy day for the t, the parking lot is empty.
729749047196651521	we all know someone who 's a great speller  # itsatragedy # facepalm	we all know someone who's not a great speller.
614218461820239484_272164622	The wonderful sounds I wake up to at 8 am on my birthday. #notimpressed #gobacktobed #noisepollution #ugh	the author woke up to some disturbing noises at 8 am on his birthday.
883368108509065216	'behold ! ! ! my huge profit of tenx pay token $ pay ! lol  $ ecc $ anc $ sc $ eth $ rdd $ nxt $ rdd $ dgb $ xvg $ btc $ ltc'	the author made almost no profit of tenx pay token.
817895995551817728	'this stormpocalypse is incredible . look at the destruction . '	this stormpocalypse doesn't seem serious, there's no destruction.
874309775277903873	'my current 100mbps fibre line . so erratic . thanks <user> and <user>  . wtf am i paying for'	the author is pissed at <user> for such terrible speed with 100mbps fibre line.
867492173192847361	<user> thank you so much for helping the <user> hurt people . you 're quite the fella . 	the author is pissed at <user> for helping the <user> hurt people.
909090584681467904	'splat parties are so much fun . please do more of them .  # splatoon2 # splatnet2'	the author doesn't enjoy splat parties.
834068686994546691	'gotta love microsoft surface . '	the author hates microsoft surface since it keeps running into such problems.
919651889511313408	'leaving <num> degrees barcelona to come home for # opheliahurricane # yay  emoji_2306 emoji_2748 emoji_4941 emoji_2230 emoji_2306 emoji_2748 emoji_4941'	the author's not excited for leaving <num> degrees barcelona to come home for ophelia hurricane.
946327527893475810_36699327	Another day in paradise #winteriskillingme	the author isn't enjoying the chilling winter.
725827703518044160	'ooo please dont block me , i may not be able to sleep tonight ! '	the author doesn't care if got blocked.
711350328222830596	'glad the warriors game is on abc ... thanks <user> for this instead of basketball  # fixitquick'	the author is pissed at <user> for missing the warriors game on abc due to the lack of service.
887498868031504384	'wow <user> how do you offer these prices  seriously 54.95 vs 55 ! ? !'	it's not a good offer since there's not much difference in prices 54.95 vs 55.
869058614928920576	making a lesson on movement prepositions ... here 's an example of my fantastic artwork ... on paint  ..	this is an example of the author's trivial artwork on paint.
918882479066550273	'looks flat to me .... # flatearth  # imnotadumbass'	the author doesn't think the earth is flat.
922817427523751936	'potus <user> is making progress ...... '	potus <user> didn't make progress.
684633048483106816	dad 's handy work . can 't tell at all . 	one can easily tell from the patches that it's dad's handy work.
915572031348989952	<user> throws paper towels at people of # peurtorico . he 's trying to help ?  # trumppuertorico try # bounty next time	<user> throwing paper towels at people of peurtorico doesn't show that he's trying to help.
696781402143092736	'thank you <user> for fixing my # overheating # issue on the # lg # g4 with a brand new # battery . '	the author is pissed at <user> for not fixing her overheating issue.
1004238846589291391_1972821681	It's always best to introduce your new spouse as your first husband/wife. Just to be clear ð (available in our Etsy store, link in the bio)#thetruthhurts #wedding #marriage #engagement #engaged #married #justmarried #firsthusband #firstwife #husband #wife #keepitreal #greetingcard #greetingcards #funny #sarcastic #etsy #buyme #ð#ð° #weddings #marry	It's not socially acceptable to introduce your new spouse as your first husband/wife.
870411295366971393	yo <user> thanks for the yearly fee reminder ! here 's to you !  tweet # planetfitness # hiddenfee # mrmet	the author doesn't need <user>'s yearly fee reminder.
901363283814469632	there 's a shocker  mother nature throwing us a curveball on 1st day of stroke play .  # ussenioram	there's no shocker, mother nature is doing what was pretty much expected.
849290990644887552	'the overwhelming simplicity of health insurance categories in the us .  # natcon17'	the complexity of health insurance categories in the us is overwhelming.
925726876571541504	i 'm so happy to be here . 	the author isn't happy to be working in such snow.
850203662043316225	'gotta love <user> '	the author hates <user> for his stupid views.
817140515699298304	this day can 't get any better ( or can it )  emoji_619 emoji_619	the author is sad to have got blocked from following easynow.
934693707714125824	'what a joy to wake up the morning after thanksgiving dinner at the hatch flat ! ! '	it's not a joy to wake up the morning after thanksgiving dinner at the hatch flat to all these dirty dishes.
891528208620728320	'thanks to # altadenadairy for parking their trucks across a # handicap spot and four regular ones ! # veryconsiderate  # parking'	it's inconsiderate of altadenadairy, parking their trucks across a handicap spot and four regular ones.
724782785961938944	'my cat completely busting a potted plant on the floor at 9:30 pm is exactly how i wanted to spend my night . '	the author's cat completely busting a potted plant on the floor at 9:30 pm isn't exactly how she wanted to spend her night.
717489132436643840	'great to see how <user> is still boycotting # apple and therefore shows people can trust his words '	<user> is boycotting apple but is using iphone at the same time, people can't trust his words.
760955682600569097_507243633	Got some really exciting reading material in the kitchen at work! #killme	the author got some really boring reading material in the kitchen at work.
1034193762464755130_1449452234	You were gonna do it anyway! Tag a friend who always does this! @rebelcircus #rebelcircus #meme #bitchyquotes #funny #bitchy #funnyquotes #sarcasm #sarcastic #drama	when you're upset, posting more to facebook doesn't eliminate any drama.
724595120419540993	'i take such amazing pics , like this one , the back of john force .  # closeenough emoji_113'	the author doesn't take amazing pics, this one has back of a person.
840942465544781826	'wow . really looking forward to this week .  emoji_509 emoji_92'	the author isn't looking forward to such a week with bad weather.
850107114337038341	'<user> - fil-a thanks for the large fry  # therearenofries # 25 % full'	the author is pissed at <user> for such small quantity of fries.
918237307169378305	'<user> delighting me w / fees . great way to waste $ on my travels when no wells atm is avail . great tx of ur long-time clients '	the author isn't happy to pay $ 5 as atm transaction fee.
1009382386362605022_207907934	Love you guys ððððð #great #funny #sarcasm #lol #justsaying #oneofthosedays #whysoserious #instamood #bitchplease #sarcastic #haha #dontbesoserious #humor #comeback	nobody likes controversial, obscene, dirty, offensive, derogatory posts and those who posts them.
933348137229520899	'school time yaaaaayy '	the author isn't excited for school time.
918429979553206272	'well today ΓÇÖ s gonna be just wonderful '	today's not gonna be wonderful with such cloudy weather.
926205043078062080	'my girl , <user> , is obviously lazy and never does anything  <user> emoji_131'	the author's girl isn't lazy.
826424841511264258	'<user> this what i get for 300/100 internet ? your gigabit must he so awesome .  # wastingmymoney # losingthebattle'	the author is pissed at <user> for getting such terrible speeds for 300/100 internet.
841783464969961472	here 's a typical conversation between my mom and i . . she is so modest ! ! !  emoji_15 emoji_15	the author's mom isn't modest given she said she looks gorgeous.
888771490782556162	'<user> yeah cause the whole black lives matter thing got absolutely no attention .  # cnniscancer'	the whole black lives matter thing did get attention.
894840189473783808	'<user> what is this bullcrap . now i have to go back to the store . # goodjob '	the author is pissed at <user> since the food has already gone bad and he has to go back to the store.
1023294368457853313_1932406441	The greatest place on earth, the Clovis DMV! #sarcastic	usually people don't like being at a DMV.
891141606614716416	little goofer lost a toofer today . she 's not excited about it at all .  she 's already in bed waiting on the # toothfairy .	she's excited about losing a tooth today.
923298711840501760	i don 't think there 's enough media there , guys 	there's enough media there.
939124019009327105	'marine life comes in a dazzling array of colours , if what i encountered during a short stroll in a tidal pool is anything to go by . '	this isn't marine life, a short stroll in a tidal pool is nothing to go by.
921038238458015744	'it must had really hurt <user> not to be able to serve his country that he loves so much ...  # fakepresident'	it must not had hurt <user> not to be able to serve his country, looking at how indifferent he is about it.
876961690256121857	wow , a whole 130kbps ? how am i so fortunate to only pay $ 110 / mo for such speeds ? it 's like <user> is just giving it away ! 	the author pays $ 110 / mo for a speed better than 130kbps.
1011130478024998004_1728949110	What did you think I would be doing in the middle of the day on a Thursday? Fucking genius. ..#tinder #tinderfail #creepyguy #creepytindermoments #loser #youscaredmeoff #pickuplines #pickuplinesthatdontwork #hi #snarky #sarcastic #snarkastic #youarestupid #stupid #stupidity #stupidityiswinningthewar #no #idiot #byefelipe	asking what one is doing in the middle of the day on a Thursday is stupid since one would be working.
731450474767994880	'great day for desert training  <user> <user> <user> <user> <user>'	this is not a great day for desert training, it's rainy.
895033580983799808	'awwwww . sometimes our viewers are so sweet ;) '	sometimes their viewers aren't so sweet, posting such hate comments.
702202941764030464	it 's too bad this place isn 't picturesque !  # postitnotesandwalkietalkies # pillowtalk # travel <user>	this place is very picturesque.
918307803709788160	'<user> ok , so , really , you will give me <num> miles if i spend $ 24,500 between now and end of the year ?  i must be # rich'	the author would have to be rich to spend $ 24,500 for <num> miles.
927153423887282176	'nothing makes concrete architecture look better than a slick of rain .  # hamont # latergram # orwhateverthetermisontwitter # brutalism'	a slick of rain doesn't make concrete architecture look better.
687339807463337985	i felt so safe eating lunch today ! i 'm sure this sign kept all the bad guys out ! 	just banning guns doesn't ensure safety from all the bad guys out.
838409460800442370	hmmm , i can 't tell what kind of truck this is ? maybe a f - 150 ?  emoji_1781	everyone can tell what kind of truck this is, RAM is written in big letters.
839856340755496960	toronto women 's fashion week bound ! i don 't think i packed enough .  <user> <user> <user> <user>	the author overpacked for toronto women's fashion week.
909115051566555136	'love that 4:6 coach ratio !  <user>'	the author doesn't like the uneven 4:6 coach ratio.
910160324288016385	'killing millions of innocent civilians who are already victims of a tyrannical regime , yes , that ΓÇÖ s the answer . '	killing millions of innocent civilians who are already victims of a tyrannical regime isn't the answer.
878996294735364096	well that 's good ... i wasn 't sure if i could go another 24hrs without rain . was getting dry .... enough to cut grass lol  cool sky	the author doesn't want rain, it's bad that it's cloudy.
847560514020552704	'i love talking about wind chill in late march . '	the author hates talking about wind chill in late march.
716406596402880512	'without electricity , awesome ! ! - _ - # nolights # no # electricity # poweroff # awesome # super  # dammit'	without electricity it's inconvenient.
993855515454763966_2115248995	Love how thick a short sale file gets....	the author hates how thick a short sale file gets.
854649659612261994_17016594	Coldest day of the year, I'm jumping in mud holes. #swampdiving #commercialdiving	the author hates his job since it's coldest day of the year and he's jumping in mud holes.
882973218281095168	'flight delays are the best . # rtxaustin '	flight delays are the worst.
853633927130624001	'and on the third day , god created the remington-bolt action rifle . so man could fight the dinosaurs . and the homosexuals . # meangirls '	god hadn't created remington-bolt action rifle and nor had he meant for man to fight the homosexuals.
700095443729018880	'loving our new <user> sit / stand furniture . '	the author doesn't like their new sit/stand furniture, it's not of good quality.
850395934857056256	'guy with t * ump sticker in front of a sprint store . this is a man who obviously knows how to make good decisions . '	a guy with a trump sticker obviously doesn't know how to make good decisions.
730666246128046080	'honestly , dillon takes awesome pictures of me . '	dillon doesn't take awesome pictures of the author.
875641072193425408	'thanks <user> and <user> for this amazing service that i pay for .  # cancelplease'	the author doesn't pay for such awful service.
879989029609123842	"'great job  <user> . "" don \'t bother with education  just be pretty . "" great ad message  # 1950s'"	"it's a stupid ad message ""don't bother with education just be pretty""."
697979343704817667	'nothing better than a screeching fire alarm at 10p in your hotel . '	the author is annoyed with a screeching fire alarm at 10p in her hotel.
344451634745397829_201329947	i'm glad the guy version of my name was 3 times longer than this is . 👎 #hate #my #name	the author doesn't like his own name.
921398047594094592	'hey , <user> <user> , a + work designing i - 705 so all the freeway runoff pours onto the pedestrians on s 25th st ! '	it's awful work designing i - 705, all the freeway runoff pours onto the pedestrians.
691072273537630209	# oscarssowhite sure can see how mistreated they are now . it 's terrible .  # caring <user> <user>	We can clearly see that not all blacks are mistreated in hollywood
734217988002459648	'i just love how easily i bruise '	the author just hates how easily she bruises.
872362749887746049	'another amazing chest . it always gives me what i really need (  ) # clashroyale ( saturn )'	the author didn't get what he needed from the chest.
837775721627934720	'thanks <user> for the burnt pizza .  # lowquality # youhadonejob'	the author is pissed at <user> for such burnt pizza.
901818104778547200	when it 's # bankholidayweekend & you have to work an extra shift . 	sunday isn't funday when it's bank holiday weekend & you have to work an extra shift.
905137098927288323	'thanks god i have such a wonderful reseal in my pack of almonds <user> '	the author doesn't have a wonderful reseal in his pack of almonds.
915327717578625025	great packing job !  good thing i 'm opening it # bentcard # dentedbubble # packingfail	it's a bad packing job with a bent card and dented bubble.
684036010636804096	'welcome to toronto .... the true north ! woke up to some lovely weather today .  # itsprettycold emoji_140 emoji_540 emoji_540 emoji_543'	the author woke up to some very cold weather.
879407974275571712	'this bloke is not upset much about selling his ps4 # ps4 # gamer # underthethumb '	this bloke is upset about selling his ps4.
885226919456890887	'thanks mother nature ... we could really use another big drink of ...  emoji_1629 emoji_1629 emoji_1629'	the author can't take another storm.
875855951542104065	'good news ! my company finally let me order new books for the kids ! # japan '	it's not a kids book.
901844692329013248	rt <user> : rt <user> : more proof that <user> 's base is abandoning him 	rt <user>: rt <user>: more proof that <user>'s base isn't abandoning him.
345299772990173068_31351674	It's so busy... #work #latenight	the place is empty and not busy.
884979653949227008	'# gst # aftermath # flash # breaking petrol gets cheaper in states such are side effects of gst # bjp shld answer why its cheaper '	petrol getting cheaper in states isn't a side effect of gst.
755109904063471616	'quite the contradiction ! what an excellent judge of charecter he is !  # nevertrump'	he is not an excellent judge of character.
827259125591482368	<user> # presidenttrump this man is nothing but a pig . i 'm sure the # royalfamily would be thrilled to host him .  presidential ? no grr	this man is nothing but a pig, the royal family wouldn't be thrilled to host him.
841618955055837184	"'<user> "" blizzard "" conditions in blackwood '"	it doesn't seem to be blizzard conditions in blackwood.
688921289407397888	'<user> one person selling tickets and dozens of people in line . great experience .  <user>'	one person selling tickets and dozens of people in line, this required the author to wait in line which wasn't a great experience.
899422089551028224	'i mean , who do they think run the bake sales ? tsk ! plenty of representation . '	there isn't enough representation of women.
701396697805561856	'# whitepeople are so cute ... '	such a poster suggests that whitepeople are racist.
875868378698797056	'it was nice enjoying this cooler weather for a change today  # waytoohot # timeforamove emoji_1778 emoji_3033 emoji_525 emoji_525 emoji_525'	it's a very hot weather today.
899327707502313476	'today in # trivia : 1866 ΓÇö # civilwar officially declared over . all racial problems in the u . s . permanently solved forever . # otd '	all racial problems in the u.s. aren't permanently solved.
867291224436338688	apparently raking beds properly is an art form ... in other news my boss is putting me in for this year 's turner prize .  # gardening	raking beds properly isn't an art form.
845261518119849985	'# fridaymorning at the bus stop the 5th day of # spring flowers are blooming , grass is turning green , sun is warm .  # selfie emoji_3806 emoji_2634'	it's snowing, spring flowers aren't blooming, grass isn't turning green, sun isn't warm.
749871320316154528_306998235	The Ford Service Department... my most favorite place to be at 7:00 AM! #PartyTime	the author doesn't like to be at the ford service department at 7:00 AM.
892816903038742538	'lovely weather . lovely town .  # afcb'	it's a bad rainy weather.
737389315135655936	'these are so delish  # sugarfree'	this aren't delish since they are sugar free.
1111764848585598673_2262298448	Ladies and Gentlemen, the Arden Shakespeare edition of Hamlet teaching all something revolutionary #hamlet #alevelenglishliterature #wow #sarcasm #sarcastic #murder #bad	it's a common sense and not revolutionary that murders are bad.
861187984691007488	'so much for great service  # deltaairlines'	the service isn't great because this item is out of service.
705979053145108480	"'i never get sick of men adding me on wechat and demanding i talk to them "" because they like me ""  # bros'"	the author is sick of men adding her on wechat and demanding she talk to them because they like her.
891324788509224960	# dontyoulovewhen wattpad remembers your birthday when your own parents don 't  # i'mnotcrying # idon'tcare emoji_204 emoji_204 emoji_75 emoji_75 emoji_1057 emoji_1057	it's sad when wattpad remembers your birthday but your own parents don't.
860419092834123776	'got stuck in sri lanka , 4h + delay , but hey ! thx for the delicious meal , could not finished all ΓÇ▓ going places together ΓÇ▓ ? not sure  emoji_2422'	the author is annoyed since he got stuck in sri lanka due to 4h + delay and got such tasteless meal.
705142314910396417	'who else thinks this lettuce i got on my sandwich from <user> is too big ?  # stingyaf # cookout # cheap emoji_4'	the author is pissed at <user> for getting such a little lettuce on his sandwich.
694608795599781889	'yeah , because i totally still had classes '	the author didn't have classes, they were cancelled.
734060742945558528	'great opener .  # onlinedating # pof # poffail'	This is a terrible way to start a conversation during online dating
725558779996033025	'best product of the year . definitely do not mix your drinks with this ... <user> '	this is the worst product ever, this could easily mistakenly be mixed with your drinks.
780918708386398208	now that 's a real story <user> 	That story is of no importance <user>
711558188479455236	doing ecgs are a losing venture . thanks liberals . good thing it 's not an important test in patient care . 	the author is disappointed with liberals because doing ecgs are a losing venture while it's an important test in patient care.
897888258952011776	'could the air get any more refreshing today ? ! ?  # scwx'	the air isn't refreshing today, it's very hot.
718625793866203136	love when this pops up when the client crashes and it 's not my fault at all .  # riotplzfix	the author hates when this pops up when the client crashes and it's not his fault at all.
794314708715192320	'dear # facebook , i wouldn â€™ t think about any memories if it wasn â€™ t for you ... '	it's not that people won't think about any memories if it wasn't for facebook.
809307923777256406_30287493	Looks like they ran out of terracotta roof shingles #Lisbon #terracotta	In lisbon, every building has a terracotta rooftop.
427324900110670581_8389517	Ohhhh THAT'S how you say it....	it's unusual to make such word cloud to say thank you.
698153621817405440	'ah , yes , magnificent horseback riding weather . '	this weather is very hot, not suitable for horseback riding.
884095052812869633	'<user> <user> yes , much better this way on <user> browser . so easy to compare multiple items . 7 items = 14 tabs .  # fewervisits'	this way on <user> browser it's very inconvenient to compare multiple items.
876981454877712388	'so apparently <user> is sending dms to random people talking about danny ? yeah that sure sounds true # robron  emoji_549'	<user> wouldn't send dms to random people talking about danny.
910449936432373760	'our expert mechanic . nice shirt , bro . '	"the expert mechanic has ""king of fools"" written on his shirt which isn't nice."
879578634490699776	glad to see you 're commissioning some quality programming now you 've cancelled # girlboss  <user> ...  # bringbackgirlboss !	the author is sad to see <user> commissioning some bad quality programming after cancelling girlboss.
873915558911234049	'stole from dani cause im at home under that lovely storm in the green area while everyone watches from work . '	the author is at home under that horrible storm.
534282456101204818_19692219	Off early from work and I come home to a nice #warm apartment. God I love not having central ac	the author hates to come home to a hot apartment, would love having central ac.
699029356111360000	'greatest quality ever ! ! nice job nhltv , way to raise the bar . <num> nights of this in a row . ugh '	the author is pissed at nhltv for such a bad quality.
969450389477879008_296388162	you smoke weed your so cool *Said in the most sarcastic way ever*	smoking weed isn't cool.
899928803799175168	an apology : i 've looked at the eu ref ballot paper again & it seems people did vote to leave the single market & be poorer . 	people didn't vote to leave the single market & be poorer.
857550400106491905	'people who have brought huge changes in field of physics  # rajnikanth'	rajnikanth haven't brought huge changes in field of physics, his movies don't follow physics.
918550230546690048	'the house is coming along slowly . class really misses <user> homebuilding expertise ! ! '	The house looks like trash, class really misses <user> home building expertise
907459883053674496	"'<user> this random guy on flixster calls you out for trying to be "" too cool "" ; how is your career going to survive this ?  emoji_15 emoji_131'"	"this random guy on flixster calling you out for trying to be ""too cool"" wouldn't affect your career."
703084597031137280	'such love . much wow .  # funny :p'	the snake has killed the fish, this isn't love.
848032861026492417	'well heathrow is a popular destination right now '	heathrow is not a popular destination right now.
934221664975540230	'# woky # christmas tree looking wonderful around all the road works # wokingham  # christmaslights # christmastree emoji_509 emoji_156 emoji_410'	all the road works is reducing the charm of the christmas tree.
254872583368865648_193103068	Finally we are on the road!! Dont you love it when getting ready to go takes longer than the actual trip! #rain #roadtrip #fun #iceland #car #drive	it's annoying when getting ready to go takes longer than the actual trip.
732985199940216428_1282055904	Random object + blank wall + deep and poetic-ish caption = Certified #vscocamersLulz. #parody #komiksengal #naabellahijabis #vscocam #villagepeople	Putting a picture of random object on a wall with some poetic stuff doesn’t make you certified
909059594003131820_193158562	Because not enough people have posted pictures of today's beautiful sunset😏 #notaboutthesunset #thatreallywasbeautiful #beautiful #awesome #sunset #clouds #colorful #vivid #sky #street	the author is posting the picture even though enough people have posted pictures of today's beautiful sunset.
874785258616614912	'so to make a parents life even harder there has to be different power cables for the two units . great job vtech  # parenting'	the author is frustrated with vtech since there are different power cables for the two units which makes a parent's life even harder.
938167363526184963	don 't buy # bitcoin people ! it is in a # bubble ! it has topped ! just look at the chart ! it is insane ! # btc $ btc (  , # buybitcoin )	people should buy bitcoin, it isn't in a bubble.
971947467271336258_444795795	Yeah it wasn't dirty at all he definitely didn't do it on purpose #BsPlay	it was completely dirty, he definitely did it on purpose.
698451152560648192	# trumptrain # amylindsay # waronwomen how dare she gets a job where she 's not naked ! ! ! ! ! ! ! (  )	the author is pissed at people who cannot digest women getting jobs that they deserve, these misogynists only accept women at jobs where they are naked.
926535881103695872	'hot and muggy . perfect football weather ... '	hot and muggy isn't a perfect football weather.
910999965857611778	'oh wow we did vote to leave the single market .  # bbcqt # bbctw'	they didn't vote to leave the single market.
811789396310362220_323570129	Look at all the stuff I've packed so far! 😑 #MovingOut #packing #EmptyBox #ILeaveInFourDays #IShouldReallyStart #ugh #procrastination #LeavingTheNest #SanDiego #HereICome #IfIEverGetPacked #lol	the author hasn't packed anything so far.
699820596146925569	'yay ... thanks # transportnsw # sydneybuses are just fantastic '	the author doesn't like sydney buses since they are late.
940344973005869057	some idiot set off a smoke bomb in times square ... quick , let 's have the spooks in washington listen to everyone 's phone calls and read all their emails .  # constitution # 4a # privacy # fisa # nsa # cia # totalitarian # orwell # sec702 # mediahype # warrantless # search # revolution	some idiot setting off a smoke bomb in times square doesn't mean the spooks in washington should listen to everyone's phone calls and read all their emails.
820452966071173123	'thanks <user> for my steak doubledilla and my $ . 39 side of sour cream ... '	the author isn't satisfied with <user>'s steak doubledilla and side of sour cream.
727569820007452676	'tell me about it . fortunately  we have # government . '	even with a government there is such a huge debt showing people are irresponsible.
883663535414300672	'the little dark spots along this field drive indicate that it rained here last night . whoo hoo ! ! ! !  # kearneycodrought17 continues'	along this field drive there's no indication that it rained here last night.
702232216055713793	'thanks <user> this is just what i wanted when watching one of arsenals biggest games # afcvfcb '	the author is pissed at <user> for such disturbance while watching one of arsenals biggest games.
847289236969607168	'i love losing matches before they finish loading <user> '	nobody loves losing matches even before they finish loading.
925531575265185792	'<user> check it out . oh wait this is someone the left wants to stay in the states . great ad btw . '	it's an awful ad if it leads to such a disaster.
850392319937400834	'not that much work left in the semester . '	the author has a lot of work left in the semester.
872433011668639744	jack ( ie ) is back ! * obviously the same one 'cause there 's no way a coyote ate it . plus there 's only <num> bunny ever living out here * 	it doesn't necessarily have to be jack, it's not that there's only one bunny living out there.
835261169682247681	'folding napkins at work is the best ! ! !  emoji_177'	the author doesn't enjoy folding napkins at work.
718637314264711169	'perfect flying weather in april # flying  # weather emoji_82'	terrible weather for flying in april, it's raining.
700330765683462144	'<user> great parking by one of your guys !  # inconsiderate # illegal # totaljoke # taxi # cardiff'	the author is pissed at <user> for such a bad parking by one of their guys.
867371767517597697	"'yeah , the problem with the us economy is definitely "" entitlements "" for the poor .  # resist # trumpbudget # trumpcuts'"	"the problem with the us economy isn't ""entitlements"" for the poor, the chiefs rake in 347 times more than the average worker's salary."
923614852999872512	'<user> love coming home from the drive thru to find barely cooked half raw and cold fries  # gross got large too . ick'	the author hates coming home from the drive thru to find barely cooked half raw and cold fries.
